Date (GMT+1),Wind offshore 50Hertz,Wind offshore TenneT,Wind onshore 50Hertz,Wind onshore Amprion,Wind onshore TenneT,Wind onshore TransnetBW,Solar 50Hertz,Solar Amprion,Solar TenneT,Solar TransnetBW
2024-01-02T10:00+01:00,84.7,5088.8,7619.9,8440.2,13049.3,1488,396.7,214.7,265.8,217.6
2024-01-02T10:15+01:00,139.8,5055.4,7615.1,8022.3,12921.9,1491,472.1,259.5,319.9,257.9
2024-01-02T10:30+01:00,179.1,5020.5,7686.2,7772.2,12751.3,1487,539.6,308.4,372.2,300.8
2024-01-02T10:45+01:00,221.4,4954.3,7724.5,7442.4,12528,1485,622.7,346.8,406.5,340
2024-01-02T11:00+01:00,234.5,4677,7693.2,7527,12271.2,1492,693.2,389.9,429.6,383.2
2024-01-02T11:15+01:00,251.6,4230.2,7596.9,7537.6,12029.9,1478,756.9,436.2,464.5,437.2
2024-01-02T11:30+01:00,290.3,3831.7,7604,7383.3,11770.3,1460,781.5,486.9,506.6,488.3
2024-01-02T11:45+01:00,298.6,3601.6,7513.3,6993.3,11640.1,1444,778.5,532.7,568.7,543.1
2024-01-02T12:00+01:00,319.9,3460.9,7349.4,6905.1,11506.1,1438,787.7,568.2,634.4,605.9
2024-01-02T12:15+01:00,370.5,3396.9,7273.9,6904.5,11530.1,1430,760.8,587.8,710,647.5
2024-01-02T12:30+01:00,413.7,3400.3,7235.8,7246.7,11528.7,1396,734.6,591.4,783.9,646.9
2024-01-02T12:45+01:00,454.8,3407,7211.4,7235.1,11333.2,1360,704.4,583.7,846.5,624.4
2024-01-02T13:00+01:00,495.6,3281.5,7152.8,7157,11124.3,1322,668.3,567.7,860,567.7
2024-01-02T13:15+01:00,578.3,2926.6,7131.1,7443.3,10962.9,1296,611.8,550.1,854.2,512.9
2024-01-02T13:30+01:00,660.2,2494.9,7194.1,7627.7,10676.4,1298,532,535,806.6,462.5
2024-01-02T13:45+01:00,756.2,2271.8,7200.5,7735.3,10465.8,1312,462.7,488.9,720.4,394
2024-01-02T14:00+01:00,839.4,2377.6,7227.7,7978.7,10173.6,1330,389.4,430.6,597.3,328.2
2024-01-02T14:15+01:00,920.2,2429.7,7182,8039.5,9928.4,1326,328.3,369.1,470.4,264.2
2024-01-02T14:30+01:00,1000.1,2288.1,7133.1,8026.7,9767.2,1321,271.5,306.8,379.4,205.1
2024-01-02T14:45+01:00,1109.6,2227.9,7104.6,7917.6,9732.4,1351,206.6,241.6,303.6,151.1
2024-01-02T15:00+01:00,1183.2,2120,7076,7879.7,9804.8,1354,139.2,180.9,225.6,102.7
2024-01-02T15:15+01:00,1200.8,2036.6,7009.5,7735.6,9956.5,1351,85.2,132.8,152.9,64
2024-01-02T15:30+01:00,1197.7,2024.7,6979.6,7764.5,10229.8,1379,40.7,92,88.3,35.4
2024-01-02T15:45+01:00,1206.5,2037.5,7053.6,7966.9,10516.4,1417,12,62.4,40.3,14.2
2024-01-02T16:00+01:00,1221.8,2157.7,7160.2,8162.8,10757.7,1449,1.7,33.1,13.7,0.5
2024-01-02T16:15+01:00,1235.5,2332.9,7211.6,8208.4,11083.1,1463,0,10.1,4.3,0
2024-01-02T16:30+01:00,1242.7,2554.2,7385.3,8312.6,11309.4,1474,0,0.6,3.5,0
2024-01-02T16:45+01:00,1261.9,2932.2,7623.9,8207.7,11510.9,1483,0,0,3.7,0
2024-01-02T17:00+01:00,1266.1,3331.7,7807.9,8383.3,11777.3,1468,0,0,4.1,0
2024-01-02T17:15+01:00,1270,3657.4,7842.7,8713.3,12074.9,1462,0,0,2.5,0
2024-01-02T17:30+01:00,1267,3962.3,7871.6,8738.3,12471.9,1480,0,0,2.4,0
2024-01-02T17:45+01:00,1263.3,4218.6,7897.9,8787,12817.9,1477,0,0,2.2,0
2024-01-02T18:00+01:00,1269.5,4513.2,8004.8,9023.5,12982.5,1483,0,0,2.1,0
2024-01-02T18:15+01:00,1268.9,4694.9,8044.7,9020,13178.2,1488,0,0,2,0
2024-01-02T18:30+01:00,1273.3,4846.8,8135.3,9232.9,13528.5,1502,0,0,2,0
2024-01-02T18:45+01:00,1275.5,4986.8,8260.8,9423.2,13979.1,1517,0,0,1.9,0
2024-01-02T19:00+01:00,1276.2,5066.5,8347.9,9478.1,14407.4,1519,0,0,2.7,0
2024-01-02T19:15+01:00,1275.8,5128.5,8379,9646.6,14722.7,1522,0,0,1.9,0
2024-01-02T19:30+01:00,1276.8,5152.3,8425.3,9942.6,14998,1513,0,0,1.8,0
2024-01-02T19:45+01:00,1277.6,5156.3,8416.5,9832.8,15325.4,1515,0,0,1.8,0
2024-01-02T20:00+01:00,1276.4,5160.9,8537.7,9881.4,15568.3,1514,0,0,2.5,0
2024-01-02T20:15+01:00,1264.8,5168.4,8680.4,10041.7,15907.7,1513,0,0,2.5,0
2024-01-02T20:30+01:00,1268.6,5166.2,8712.4,10096.2,16101.6,1509,0,0,1.7,0
2024-01-02T20:45+01:00,1269.1,5161.5,8788.9,9893.9,16286.3,1518,0,0,1.6,0
2024-01-02T21:00+01:00,1259.6,5149.9,8921.8,9966.3,16526.7,1504,0,0,2.5,0
2024-01-02T21:15+01:00,1265.5,5142.5,8995.5,10179.6,16731.3,1492,0,0,2.5,0
2024-01-02T21:30+01:00,1265.1,5126.4,9050.8,9951.6,16783.9,1489,0,0,1.7,0
2024-01-02T21:45+01:00,1265.7,5019.6,9057.9,10135.9,16919,1485,0,0,1.8,0
2024-01-02T22:00+01:00,1266.6,4899.8,9161.3,9715,16524.5,1483,0,0,2.4,0
2024-01-02T22:15+01:00,1262,4924.8,9302.9,9762.1,16675.1,1476,0,0,1.8,0
2024-01-02T22:30+01:00,1260,4723.2,9574.8,9550.6,16852.3,1464,0,0,3.9,0
2024-01-02T22:45+01:00,1265,4622.7,9668.3,9476.4,16897.3,1458,0,0,2,0
2024-01-02T23:00+01:00,1261,4550.4,9955.4,9558.9,16647.6,1445,0,0,2.6,0
2024-01-02T23:15+01:00,1262.8,4470.1,10179.3,9696.1,16616.5,1438,0,0,1.9,0
2024-01-02T23:30+01:00,1265.3,4338.6,10236.7,9671.9,16614.3,1449,0,0,1.9,0
2024-01-02T23:45+01:00,1264,4231.9,10221.1,9822.8,16382.5,1437,0,0,1.9,0
2024-01-03T00:00+01:00,954.5,3495.8,10152,9262,15832.4,1432,0,0,2.7,0
2024-01-03T00:15+01:00,925,3093.8,10102.3,9134.2,15820,1430,0,0,2.2,0
2024-01-03T00:30+01:00,924.9,2840.7,10181.2,9152.6,15902.2,1439,0,0,1.9,0
2024-01-03T00:45+01:00,924.9,2671.2,10244.9,9235.7,15931.7,1443,0,0,1.9,0
2024-01-03T01:00+01:00,924.9,2474.1,10326.6,9304.6,16043,1427,0,0,2.6,0
2024-01-03T01:15+01:00,924.9,2323,10424.1,9220.8,16030.2,1422,0,0,1.9,0
2024-01-03T01:30+01:00,924.9,2152.1,10421.5,9159.9,15844.2,1425,0,0,1.9,0
2024-01-03T01:45+01:00,924.8,2153.8,10464.4,9207.5,15580.8,1409,0,0,1.9,0
2024-01-03T02:00+01:00,924.6,2130.1,10638.4,9085.5,15624.3,1413,0,0,2.6,0
2024-01-03T02:15+01:00,924.7,2126.5,10803.8,9143.9,15800.3,1414,0,0,2.3,0
2024-01-03T02:30+01:00,924.7,2150.9,10890.3,9244.4,16057.7,1417,0,0,2,0
2024-01-03T02:45+01:00,924.7,2203.6,10940.2,9301.2,16287.2,1410,0,0,1.9,0
2024-01-03T03:00+01:00,916.5,2192.3,10856.7,9205.3,16222.4,1367,0,0,2.6,0
2024-01-03T03:15+01:00,924.6,2149.9,10745.9,9435.4,16186.6,1352,0,0,1.9,0
2024-01-03T03:30+01:00,855,1935.4,11001.2,9277.3,16209.9,1356,0,0,1.9,0
2024-01-03T03:45+01:00,894.8,1719.5,11086.8,9397.4,16107.9,1344,0,0,1.9,0
2024-01-03T04:00+01:00,925,1797.8,11088.4,9127.8,16218.4,1365,0,0,1.9,0
2024-01-03T04:15+01:00,925,1872.6,11209.4,9298,16377.3,1352,0,0,1.9,0
2024-01-03T04:30+01:00,924.9,2007.9,11273.3,9290.9,16814.2,1374,0,0,1.9,0
2024-01-03T04:45+01:00,925.1,2194.4,11447.5,9276.7,17021.6,1387,0,0,2.6,0
2024-01-03T05:00+01:00,866.3,2332.4,11551.5,9297.8,16348.7,1263,0,0,1.8,0
2024-01-03T05:15+01:00,765.9,2461.3,11592.9,9331.5,16432.8,1230,0,0,1.8,0
2024-01-03T05:30+01:00,800.8,2699.8,11822.3,9259.7,16798.9,1314,0,0,1.9,0
2024-01-03T05:45+01:00,780.2,3048.8,11969,9293.4,16777.7,1382,0,0,2,0
2024-01-03T06:00+01:00,1208.3,3798.3,12516.3,9889.2,17626.3,1402,0,0,2.8,0
2024-01-03T06:15+01:00,1266.8,3911.3,12711.5,9829.5,17937.2,1418,0,0,2,0
2024-01-03T06:30+01:00,1266.6,3854.4,12893.9,9861.5,18149.6,1401,0,0,1.9,0
2024-01-03T06:45+01:00,1265.5,3841.7,12926.3,9991.5,18413.2,1405,0,0,2.7,0
2024-01-03T07:00+01:00,1269.9,3870.8,12992.7,9809.7,18670.5,1411,0,0,1.9,0
2024-01-03T07:15+01:00,1270.6,3911.8,13054.7,9899.7,18765.4,1391,0,0,1.9,0
2024-01-03T07:30+01:00,1270,3831.2,13261.7,9521.7,18838.5,1397,0,0,1.9,0
2024-01-03T07:45+01:00,1266.2,3816.8,13286.8,9456.7,18797,1403,0,0,2.3,0
2024-01-03T08:00+01:00,1266.4,3887.3,13189.9,9631.2,18555.2,1397,1.7,0.6,8.1,0
2024-01-03T08:15+01:00,1246.7,3895.7,13130.2,9727.1,18403.6,1402,12.6,13.7,57,0.8
2024-01-03T08:30+01:00,1256.7,3866.7,13013.7,9550.8,18389,1398,72,59.3,168.1,99.3
2024-01-03T08:45+01:00,1260.8,3924.2,12940.6,9444.2,18063.2,1393,192.8,150.6,314.1,213.9
2024-01-03T09:00+01:00,1259.9,4001.8,12919.7,9564.5,17932.3,1355,386.1,271.8,495.1,300.2
2024-01-03T09:15+01:00,1267.6,4010.5,12984.5,9476.3,17759.2,1375,571.8,392.7,736.4,433.9
2024-01-03T09:30+01:00,1263.8,4021.3,13060.4,9430.2,17483.6,1383,778.8,490,979.3,551.1
2024-01-03T09:45+01:00,1259.7,4009.4,13239.7,9625.7,17404.6,1388,986.5,593,1245,653.4
2024-01-03T10:00+01:00,1264.3,3983.1,13171.1,9719.1,17615.6,1394,1179.1,722.5,1495.4,755.5
2024-01-03T10:15+01:00,1258.5,3990.6,12965.9,9812.2,17878.4,1427,1357.6,895.9,1880.2,829.3
2024-01-03T10:30+01:00,1251.3,3984.5,12929,9709.7,17769.5,1426,1465.2,1045.6,2108.6,800.9
2024-01-03T10:45+01:00,1241.5,4041.3,12744.5,9616.9,17863.2,1432,1539.1,1231,2191,853.5
2024-01-03T11:00+01:00,1244.7,4082.7,12767.2,9633.3,18050.6,1458,1557.1,1387.5,2219,938.2
2024-01-03T11:15+01:00,1246,4071.4,13029,9502.1,18364.5,1476,1578.3,1483.7,2165.6,929
2024-01-03T11:30+01:00,1244.5,4056.2,13087.5,9510.8,18488.5,1460,1590.9,1565.3,2139.6,936.9
2024-01-03T11:45+01:00,1240.3,4050.7,13005.6,9317.3,18300.6,1455,1586,1594.7,2163.3,970.2
2024-01-03T12:00+01:00,1235.2,4011.6,12897.7,9270.4,18249.2,1435,1573.8,1573.3,2223,1064
2024-01-03T12:15+01:00,1235.5,3966.6,12944.8,9187.8,18235.1,1469,1634.1,1613.7,2156.5,1109.7
2024-01-03T12:30+01:00,1232.1,3840.6,12887.8,9339.2,18201.5,1486,1663.9,1621.3,2284.6,1193.2
2024-01-03T12:45+01:00,1220,3641.9,12758.5,9383.2,18147.5,1484,1734.3,1484.7,2273.4,1146.1
2024-01-03T13:00+01:00,1205.8,3490.8,12604.2,9289.5,18089.8,1459,1753,1413.1,2297.4,1043.9
2024-01-03T13:15+01:00,1199.4,3368.2,12600.2,9134,17933.4,1419,1671.6,1442,2161,982.7
2024-01-03T13:30+01:00,1203.1,3296.1,12547.5,9061.4,17867.8,1431,1551.7,1445.5,2151,1025.4
2024-01-03T13:45+01:00,1200.4,3247.3,12562,8961.6,17789.6,1446,1408.4,1364.7,2208.6,1040.4
2024-01-03T14:00+01:00,1195.3,3191.5,12577.3,9034.2,17598.6,1444,1264.7,1209.2,1970.8,918.5
2024-01-03T14:15+01:00,1202.9,3158.9,12315.5,8953.6,17702.7,1418,1075.8,1053.8,1736.7,844.6
2024-01-03T14:30+01:00,1194.6,3105.6,12212.8,8958.2,17540.8,1386,861,920.8,1366.1,733.5
2024-01-03T14:45+01:00,1121.9,3074,12106.5,8823.9,17262.7,1386,649.6,782.4,1118,581.9
2024-01-03T15:00+01:00,1009.1,2972.8,11995.1,8802.5,17234.9,1378,468.5,672.1,909.6,422.4
2024-01-03T15:15+01:00,932.3,2877.3,11898.1,8605.7,17007.7,1384,307.2,547,694.4,372.8
2024-01-03T15:30+01:00,905.4,2795,11867.5,8486.8,16747.3,1396,157.8,412.3,503.3,295.9
